,vw,o,c,h,l,n,prev_close,daily_return,abs_daily_return,pct_change,direction,Recovery,outlier_id,day type,day,Date
276,0.9695,0.96466,0.97218,0.97608,0.96359,142636.0,0.96466,0.007795492712458361,0.007795492712458361,0.7795492712458385,Up,slow recovery,31,post day,Friday,2013-05-17
277,0.9572,0.95863,0.95618,0.95952,0.95461,120669.0,0.95863,-0.0025557305738397006,0.0025557305738397006,0.2555730573839732,Down,fast recovery,32,prior day,Monday,2013-05-13
278,0.9577,0.95618,0.96526,0.96715,0.95201,160171.0,0.95618,0.009496119977410086,0.009496119977410086,0.9496119977410178,Up,fast recovery,32,prior day,Tuesday,2013-05-14
279,0.9683,0.96525,0.96534,0.97468,0.96419,168072.0,0.96526,8.287922425042889e-05,8.287922425042889e-05,0.00828792242504317,Up,fast recovery,32,prior day,Wednesday,2013-05-15
280,0.9644,0.96538,0.96466,0.97077,0.95771,155532.0,0.96534,-0.0007044150247581308,0.0007044150247581308,0.07044150247581538,Down,fast recovery,32,prior day,Thursday,2013-05-16
281,0.9695,0.96466,0.97218,0.97608,0.96359,142636.0,0.96466,0.007795492712458361,0.007795492712458361,0.7795492712458385,Up,fast recovery,32,outlier day,Friday,2013-05-17
282,0.9683,0.97052,0.96676,0.9717,0.9647,134017.0,0.97051,-0.003863947821248654,0.003863947821248654,0.3863947821248659,Down,fast recovery,32,post day,Monday,2013-05-20
283,0.9692,0.96677,0.9692,0.97498,0.96539,161675.0,0.96676,0.0025238942446936135,0.0025238942446936135,0.2523894244693681,Up,fast recovery,32,post day,Tuesday,2013-05-21
284,0.9751,0.96921,0.98024,0.98378,0.96782,224744.0,0.9692,0.011390837804374793,0.011390837804374793,1.1390837804374776,Up,fast recovery,32,post day,Wednesday,2013-05-22
285,0.9701,0.98025,0.97024,0.98169,0.96324,230700.0,0.98024,-0.010201583285725953,0.010201583285725953,1.0201583285725957,Down,fast recovery,32,post day,Thursday,2013-05-23
286,0.9642,0.97025,0.9607,0.97164,0.95895,162341.0,0.97024,-0.009832618733509227,0.009832618733509227,0.9832618733509269,Down,fast recovery,32,post day,Friday,2013-05-24
287,0.9551,0.9495,0.95658,0.96272,0.94754,173378.0,0.94949,0.0074671665841662795,0.0074671665841662795,0.7467166584166351,Up,fast recovery,33,prior day,Friday,2013-05-10
288,0.9572,0.95863,0.95618,0.95952,0.95461,120669.0,0.95863,-0.0025557305738397006,0.0025557305738397006,0.2555730573839732,Down,fast recovery,33,prior day,Monday,2013-05-13
289,0.9577,0.95618,0.96526,0.96715,0.95201,160171.0,0.95618,0.009496119977410086,0.009496119977410086,0.9496119977410178,Up,fast recovery,33,prior day,Tuesday,2013-05-14
290,0.9683,0.96525,0.96534,0.97468,0.96419,168072.0,0.96526,8.287922425042889e-05,8.287922425042889e-05,0.00828792242504317,Up,fast recovery,33,prior day,Wednesday,2013-05-15
291,0.9644,0.96538,0.96466,0.97077,0.95771,155532.0,0.96534,-0.0007044150247581308,0.0007044150247581308,0.07044150247581538,Down,fast recovery,33,prior day,Thursday,2013-05-16
292,0.9695,0.96466,0.97218,0.97608,0.96359,142636.0,0.96466,0.007795492712458361,0.007795492712458361,0.7795492712458385,Up,fast recovery,33,prior day,Friday,2013-05-17
293,0.9683,0.97052,0.96676,0.9717,0.9647,134017.0,0.97051,-0.003863947821248654,0.003863947821248654,0.3863947821248659,Down,fast recovery,33,post day,Monday,2013-05-20
294,0.9692,0.96677,0.9692,0.97498,0.96539,161675.0,0.96676,0.0025238942446936135,0.0025238942446936135,0.2523894244693681,Up,fast recovery,33,post day,Tuesday,2013-05-21
295,0.9751,0.96921,0.98024,0.98378,0.96782,224744.0,0.9692,0.011390837804374793,0.011390837804374793,1.1390837804374776,Up,fast recovery,33,post day,Wednesday,2013-05-22
296,0.9701,0.98025,0.97024,0.98169,0.96324,230700.0,0.98024,-0.010201583285725953,0.010201583285725953,1.0201583285725957,Down,fast recovery,33,post day,Thursday,2013-05-23
297,0.9577,0.95618,0.96526,0.96715,0.95201,160171.0,0.95618,0.009496119977410086,0.009496119977410086,0.9496119977410178,Up,fast recovery,34,prior day,Tuesday,2013-05-14
298,0.9683,0.96525,0.96534,0.97468,0.96419,168072.0,0.96526,8.287922425042889e-05,8.287922425042889e-05,0.00828792242504317,Up,fast recovery,34,prior day,Wednesday,2013-05-15
299,0.9644,0.96538,0.96466,0.97077,0.95771,155532.0,0.96534,-0.0007044150247581308,0.0007044150247581308,0.07044150247581538,Down,fast recovery,34,prior day,Thursday,2013-05-16
300,0.9695,0.96466,0.97218,0.97608,0.96359,142636.0,0.96466,0.007795492712458361,0.007795492712458361,0.7795492712458385,Up,fast recovery,34,prior day,Friday,2013-05-17
301,0.9683,0.97052,0.96676,0.9717,0.9647,134017.0,0.97051,-0.003863947821248654,0.003863947821248654,0.3863947821248659,Down,fast recovery,34,outlier day,Monday,2013-05-20
302,0.9692,0.96677,0.9692,0.97498,0.96539,161675.0,0.96676,0.0025238942446936135,0.0025238942446936135,0.2523894244693681,Up,fast recovery,34,post day,Tuesday,2013-05-21
303,0.9751,0.96921,0.98024,0.98378,0.96782,224744.0,0.9692,0.011390837804374793,0.011390837804374793,1.1390837804374776,Up,fast recovery,34,post day,Wednesday,2013-05-22
304,0.9701,0.98025,0.97024,0.98169,0.96324,230700.0,0.98024,-0.010201583285725953,0.010201583285725953,1.0201583285725957,Down,fast recovery,34,post day,Thursday,2013-05-23
305,0.9695,0.96466,0.97218,0.97608,0.96359,142636.0,0.96466,0.007795492712458361,0.007795492712458361,0.7795492712458385,Up,fast recovery,35,prior day,Friday,2013-05-17
306,0.9683,0.97052,0.96676,0.9717,0.9647,134017.0,0.97051,-0.003863947821248654,0.003863947821248654,0.3863947821248659,Down,fast recovery,35,prior day,Monday,2013-05-20
307,0.9692,0.96677,0.9692,0.97498,0.96539,161675.0,0.96676,0.0025238942446936135,0.0025238942446936135,0.2523894244693681,Up,fast recovery,35,outlier day,Tuesday,2013-05-21
308,0.9751,0.96921,0.98024,0.98378,0.96782,224744.0,0.9692,0.011390837804374793,0.011390837804374793,1.1390837804374776,Up,fast recovery,35,post day,Wednesday,2013-05-22
309,0.9701,0.98025,0.97024,0.98169,0.96324,230700.0,0.98024,-0.010201583285725953,0.010201583285725953,1.0201583285725957,Down,fast recovery,35,post day,Thursday,2013-05-23
310,0.9642,0.97025,0.9607,0.97164,0.95895,162341.0,0.97024,-0.009832618733509227,0.009832618733509227,0.9832618733509269,Down,fast recovery,35,post day,Friday,2013-05-24
311,0.9623,0.96169,0.96295,0.96472,0.95914,82988.0,0.96169,0.001310193513502197,0.001310193513502197,0.13101935135022558,Up,fast recovery,35,post day,Monday,2013-05-27
312,0.9709,0.96296,0.97706,0.97802,0.96296,177753.0,0.96295,0.014652889558128736,0.014652889558128736,1.4652889558128823,Up,fast recovery,35,post day,Tuesday,2013-05-28
313,0.9674,0.97705,0.96128,0.97894,0.95989,206445.0,0.97706,-0.016150492293206167,0.016150492293206167,1.6150492293206198,Down,fast recovery,35,post day,Wednesday,2013-05-29
314,0.9581,0.9613,0.95353,0.965,0.95248,206852.0,0.96128,-0.008062167110519344,0.008062167110519344,0.8062167110519325,Down,fast recovery,35,post day,Thursday,2013-05-30
315,0.9559,0.95353,0.95519,0.96242,0.95106,195009.0,0.95353,0.001740899604627012,0.001740899604627012,0.17408996046270886,Up,fast recovery,35,post day,Friday,2013-05-31
316,0.9695,0.96466,0.97218,0.97608,0.96359,142636.0,0.96466,0.007795492712458361,0.007795492712458361,0.7795492712458385,Up,fast recovery,36,prior day,Friday,2013-05-17
317,0.9683,0.97052,0.96676,0.9717,0.9647,134017.0,0.97051,-0.003863947821248654,0.003863947821248654,0.3863947821248659,Down,fast recovery,36,prior day,Monday,2013-05-20
318,0.9692,0.96677,0.9692,0.97498,0.96539,161675.0,0.96676,0.0025238942446936135,0.0025238942446936135,0.2523894244693681,Up,fast recovery,36,prior day,Tuesday,2013-05-21
319,0.9751,0.96921,0.98024,0.98378,0.96782,224744.0,0.9692,0.011390837804374793,0.011390837804374793,1.1390837804374776,Up,fast recovery,36,outlier day,Wednesday,2013-05-22
320,0.9701,0.98025,0.97024,0.98169,0.96324,230700.0,0.98024,-0.010201583285725953,0.010201583285725953,1.0201583285725957,Down,fast recovery,36,post day,Thursday,2013-05-23
321,0.9642,0.97025,0.9607,0.97164,0.95895,162341.0,0.97024,-0.009832618733509227,0.009832618733509227,0.9832618733509269,Down,fast recovery,36,post day,Friday,2013-05-24
322,0.9623,0.96169,0.96295,0.96472,0.95914,82988.0,0.96169,0.001310193513502197,0.001310193513502197,0.13101935135022558,Up,fast recovery,36,post day,Monday,2013-05-27
323,0.9709,0.96296,0.97706,0.97802,0.96296,177753.0,0.96295,0.014652889558128736,0.014652889558128736,1.4652889558128823,Up,fast recovery,36,post day,Tuesday,2013-05-28
324,0.9674,0.97705,0.96128,0.97894,0.95989,206445.0,0.97706,-0.016150492293206167,0.016150492293206167,1.6150492293206198,Down,fast recovery,36,post day,Wednesday,2013-05-29
325,0.9581,0.9613,0.95353,0.965,0.95248,206852.0,0.96128,-0.008062167110519344,0.008062167110519344,0.8062167110519325,Down,fast recovery,36,post day,Thursday,2013-05-30
326,0.9559,0.95353,0.95519,0.96242,0.95106,195009.0,0.95353,0.001740899604627012,0.001740899604627012,0.17408996046270886,Up,fast recovery,36,post day,Friday,2013-05-31
327,0.9692,0.96677,0.9692,0.97498,0.96539,161675.0,0.96676,0.0025238942446936135,0.0025238942446936135,0.2523894244693681,Up,fast recovery,37,prior day,Tuesday,2013-05-21
328,0.9751,0.96921,0.98024,0.98378,0.96782,224744.0,0.9692,0.011390837804374793,0.011390837804374793,1.1390837804374776,Up,fast recovery,37,prior day,Wednesday,2013-05-22
329,0.9701,0.98025,0.97024,0.98169,0.96324,230700.0,0.98024,-0.010201583285725953,0.010201583285725953,1.0201583285725957,Down,fast recovery,37,outlier day,Thursday,2013-05-23
330,0.9642,0.97025,0.9607,0.97164,0.95895,162341.0,0.97024,-0.009832618733509227,0.009832618733509227,0.9832618733509269,Down,fast recovery,37,post day,Friday,2013-05-24
331,0.9623,0.96169,0.96295,0.96472,0.95914,82988.0,0.96169,0.001310193513502197,0.001310193513502197,0.13101935135022558,Up,fast recovery,37,post day,Monday,2013-05-27
332,0.9709,0.96296,0.97706,0.97802,0.96296,177753.0,0.96295,0.014652889558128736,0.014652889558128736,1.4652889558128823,Up,fast recovery,37,post day,Tuesday,2013-05-28
333,0.9674,0.97705,0.96128,0.97894,0.95989,206445.0,0.97706,-0.016150492293206167,0.016150492293206167,1.6150492293206198,Down,fast recovery,37,post day,Wednesday,2013-05-29
334,0.9581,0.9613,0.95353,0.965,0.95248,206852.0,0.96128,-0.008062167110519344,0.008062167110519344,0.8062167110519325,Down,fast recovery,37,post day,Thursday,2013-05-30
335,0.9559,0.95353,0.95519,0.96242,0.95106,195009.0,0.95353,0.001740899604627012,0.001740899604627012,0.17408996046270886,Up,fast recovery,37,post day,Friday,2013-05-31
336,0.9692,0.96677,0.9692,0.97498,0.96539,161675.0,0.96676,0.0025238942446936135,0.0025238942446936135,0.2523894244693681,Up,fast recovery,38,prior day,Tuesday,2013-05-21
337,0.9751,0.96921,0.98024,0.98378,0.96782,224744.0,0.9692,0.011390837804374793,0.011390837804374793,1.1390837804374776,Up,fast recovery,38,prior day,Wednesday,2013-05-22
338,0.9701,0.98025,0.97024,0.98169,0.96324,230700.0,0.98024,-0.010201583285725953,0.010201583285725953,1.0201583285725957,Down,fast recovery,38,prior day,Thursday,2013-05-23
339,0.9642,0.97025,0.9607,0.97164,0.95895,162341.0,0.97024,-0.009832618733509227,0.009832618733509227,0.9832618733509269,Down,fast recovery,38,prior day,Friday,2013-05-24
340,0.9623,0.96169,0.96295,0.96472,0.95914,82988.0,0.96169,0.001310193513502197,0.001310193513502197,0.13101935135022558,Up,fast recovery,38,prior day,Monday,2013-05-27
341,0.9709,0.96296,0.97706,0.97802,0.96296,177753.0,0.96295,0.014652889558128736,0.014652889558128736,1.4652889558128823,Up,fast recovery,38,outlier day,Tuesday,2013-05-28
342,0.9674,0.97705,0.96128,0.97894,0.95989,206445.0,0.97706,-0.016150492293206167,0.016150492293206167,1.6150492293206198,Down,fast recovery,38,post day,Wednesday,2013-05-29
343,0.9581,0.9613,0.95353,0.965,0.95248,206852.0,0.96128,-0.008062167110519344,0.008062167110519344,0.8062167110519325,Down,fast recovery,38,post day,Thursday,2013-05-30
344,0.9559,0.95353,0.95519,0.96242,0.95106,195009.0,0.95353,0.001740899604627012,0.001740899604627012,0.17408996046270886,Up,fast recovery,38,post day,Friday,2013-05-31
345,0.9533,0.95692,0.94772,0.96236,0.94067,187533.0,0.95692,-0.009614178823726107,0.009614178823726107,0.9614178823726061,Down,fast recovery,38,post day,Monday,2013-06-03
346,0.9485,0.94767,0.94825,0.95195,0.94523,176771.0,0.94772,0.0005592369054151337,0.0005592369054151337,0.05592369054150392,Up,fast recovery,38,post day,Tuesday,2013-06-04
347,0.9453,0.94825,0.94215,0.9493,0.9394,194362.0,0.94825,-0.006432902715528599,0.006432902715528599,0.6432902715528654,Down,fast recovery,38,post day,Wednesday,2013-06-05
348,0.9367,0.94217,0.92944,0.94383,0.92236,224117.0,0.94215,-0.013490420845937481,0.013490420845937481,1.3490420845937434,Down,fast recovery,38,post day,Thursday,2013-06-06
349,0.9487,0.94476,0.95122,0.95285,0.94461,118366.0,0.94475,0.006848372585340012,0.006848372585340012,0.6848372585340101,Up,fast recovery,39,prior day,Tuesday,2013-07-02
350,0.9491,0.95122,0.94599,0.95222,0.94462,145390.0,0.95122,-0.005498202308614156,0.005498202308614156,0.5498202308614197,Down,fast recovery,39,prior day,Wednesday,2013-07-03
351,0.9521,0.94599,0.9581,0.95836,0.94599,118025.0,0.94599,0.012801403820336319,0.012801403820336319,1.2801403820336343,Up,fast recovery,39,prior day,Thursday,2013-07-04
352,0.9606,0.95811,0.96279,0.96598,0.95624,129762.0,0.9581,0.004895104895104982,0.004895104895104982,0.4895104895104918,Up,fast recovery,39,prior day,Friday,2013-07-05
353,0.9644,0.96599,0.96435,0.96659,0.96245,99954.0,0.96599,-0.0016977401422374712,0.0016977401422374712,0.16977401422374472,Down,fast recovery,39,post day,Monday,2013-07-08
354,0.9688,0.96434,0.97361,0.97505,0.96365,128463.0,0.96435,0.00960232280810902,0.00960232280810902,0.9602322808109021,Up,fast recovery,39,post day,Tuesday,2013-07-09
355,0.9645,0.97361,0.94723,0.97439,0.9403,161546.0,0.97361,-0.02709503805425166,0.02709503805425166,2.709503805425162,Down,fast recovery,39,post day,Wednesday,2013-07-10
356,0.9487,0.94476,0.95122,0.95285,0.94461,118366.0,0.94475,0.006848372585340012,0.006848372585340012,0.6848372585340101,Up,fast recovery,40,prior day,Tuesday,2013-07-02
357,0.9491,0.95122,0.94599,0.95222,0.94462,145390.0,0.95122,-0.005498202308614156,0.005498202308614156,0.5498202308614197,Down,fast recovery,40,prior day,Wednesday,2013-07-03
358,0.9521,0.94599,0.9581,0.95836,0.94599,118025.0,0.94599,0.012801403820336319,0.012801403820336319,1.2801403820336343,Up,fast recovery,40,prior day,Thursday,2013-07-04
359,0.9606,0.95811,0.96279,0.96598,0.95624,129762.0,0.9581,0.004895104895104982,0.004895104895104982,0.4895104895104918,Up,fast recovery,40,prior day,Friday,2013-07-05
360,0.9644,0.96599,0.96435,0.96659,0.96245,99954.0,0.96599,-0.0016977401422374712,0.0016977401422374712,0.16977401422374472,Down,fast recovery,40,prior day,Monday,2013-07-08
361,0.9688,0.96434,0.97361,0.97505,0.96365,128463.0,0.96435,0.00960232280810902,0.00960232280810902,0.9602322808109021,Up,fast recovery,40,outlier day,Tuesday,2013-07-09
362,0.9645,0.97361,0.94723,0.97439,0.9403,161546.0,0.97361,-0.02709503805425166,0.02709503805425166,2.709503805425162,Down,fast recovery,40,post day,Wednesday,2013-07-10
363,0.9488,0.94723,0.94752,0.95343,0.94102,187347.0,0.94723,0.000306155843881647,0.000306155843881647,0.03061558438817169,Up,fast recovery,40,post day,Thursday,2013-07-11
364,0.9483,0.9475,0.94544,0.95131,0.94373,121154.0,0.94752,-0.0021952043228639835,0.0021952043228639835,0.21952043228640195,Down,fast recovery,40,post day,Friday,2013-07-12
365,0.9661,0.9598,0.97332,0.97453,0.95937,301750.0,0.9598,0.014086267972494246,0.014086267972494246,1.4086267972494237,Up,slow recovery,41,prior day,Wednesday,2014-12-17
366,0.9787,0.97332,0.97983,0.98469,0.97207,267908.0,0.97332,0.006688447786956002,0.006688447786956002,0.6688447786955987,Up,slow recovery,41,prior day,Thursday,2014-12-18
367,0.981,0.97983,0.98328,0.98451,0.97834,201763.0,0.97983,0.0035210189522672957,0.0035210189522672957,0.35210189522671964,Up,slow recovery,41,outlier day,Friday,2014-12-19
368,0.9821,0.98436,0.98429,0.98487,0.9804,132886.0,0.98436,-7.111219472552166e-05,7.111219472552166e-05,0.00711121947255533,Down,slow recovery,41,post day,Monday,2014-12-22
369,0.9855,0.98429,0.98746,0.98855,0.98246,133816.0,0.98429,0.003220595556187715,0.003220595556187715,0.32205955561877,Up,slow recovery,41,post day,Tuesday,2014-12-23
