,v,vw,o,c,h,l,n,date,prev_close,daily_return,abs_daily_return,source,outlier
199,77261,0.9278,0.9278,0.9271,0.92914,0.9262,77261,2024-02-09,0.9278,-0.0007544729467556832,0.0007544729467556832,historical,0
200,1884,0.9265,0.92721,0.92607,0.92729,0.92602,1884,2024-02-11,0.9271,-0.0011109912630785097,0.0011109912630785097,historical,0
201,71263,0.9278,0.92604,0.9283,0.92967,0.9252,71263,2024-02-12,0.92607,0.0024080253112616383,0.0024080253112616383,historical,0
202,87430,0.9311,0.92831,0.9338,0.93454,0.92599,87430,2024-02-13,0.9283,0.005924808790261714,0.005924808790261714,historical,0
203,84972,0.9333,0.9338,0.93175,0.935,0.9314,84972,2024-02-14,0.9338,-0.00219533090597558,0.00219533090597558,historical,0
204,81317,0.9301,0.93173,0.92824,0.93239,0.927,81317,2024-02-15,0.93175,-0.0037671049101153883,0.0037671049101153883,historical,0
205,81625,0.9288,0.92823,0.9277,0.93175,0.9267,81625,2024-02-16,0.92824,-0.0005817461001464976,0.0005817461001464976,historical,0
206,1416,0.9276,0.92769,0.92726,0.92808,0.92716,1416,2024-02-18,0.9277,-0.0004742912579497639,0.0004742912579497639,historical,0
207,56950,0.9278,0.92727,0.92799,0.92913,0.9265,56950,2024-02-19,0.92726,0.0007872657075685443,0.0007872657075685443,historical,0
208,76407,0.9261,0.9278,0.92505,0.9292,0.9223,76407,2024-02-20,0.92799,-0.0031681375876894606,0.0031681375876894606,historical,0
209,80014,0.9251,0.92504,0.92414,0.92678,0.9236,80014,2024-02-21,0.92505,-0.0009837306091563455,0.0009837306091563455,historical,0
210,85312,0.923,0.92413,0.92371,0.92565,0.91811,85312,2024-02-22,0.92414,-0.0004652974657518671,0.0004652974657518671,historical,0
211,76237,0.9237,0.92371,0.92382,0.92486,0.9223,76237,2024-02-23,0.92371,0.00011908499420807772,0.00011908499420807772,historical,0
212,1534,0.924,0.92289,0.92425,0.92427,0.92286,1534,2024-02-25,0.92382,0.0004654586391288795,0.0004654586391288795,historical,0
213,73130,0.9224,0.92428,0.92158,0.9248,0.9206,73130,2024-02-26,0.92425,-0.0028888287800920326,0.0028888287800920326,historical,0
214,75669,0.9216,0.92158,0.92238,0.92306,0.92,75669,2024-02-27,0.92158,0.0008680743939755886,0.0008680743939755886,historical,0
215,78095,0.9236,0.92236,0.92261,0.92621,0.9217,78095,2024-02-28,0.92238,0.0002493549296386126,0.0002493549296386126,historical,0
216,94021,0.9234,0.9226,0.92539,0.92628,0.9209,94021,2024-02-29,0.92261,0.003013190839032749,0.003013190839032749,historical,0
217,79047,0.9241,0.92539,0.9223,0.92604,0.922,79047,2024-03-01,0.92539,-0.0033391326900010124,0.0033391326900010124,historical,0
218,1864,0.9223,0.92221,0.92232,0.92258,0.92211,1864,2024-03-03,0.9223,2.168491813945571e-05,2.168491813945571e-05,historical,0
219,72648,0.9215,0.92232,0.92126,0.92265,0.92,72648,2024-03-04,0.92232,-0.0011492757394397399,0.0011492757394397399,historical,0
220,73924,0.9213,0.92131,0.92115,0.92245,0.9193,73924,2024-03-05,0.92126,-0.00011940168899110293,0.00011940168899110293,historical,0
221,82255,0.919,0.92118,0.91744,0.92231,0.9159,82255,2024-03-06,0.92115,-0.00402757422786733,0.00402757422786733,historical,0
222,84356,0.9166,0.91744,0.91312,0.92012,0.9129,84356,2024-03-07,0.91744,-0.0047087547959539485,0.0047087547959539485,historical,0
223,84597,0.9137,0.91313,0.9139,0.91574,0.9104,84597,2024-03-08,0.91312,0.0008542141230068369,0.0008542141230068369,historical,0
224,2342,0.914,0.91405,0.9138,0.91439,0.91373,2342,2024-03-10,0.9139,-0.00010942116205285042,0.00010942116205285042,historical,0
225,73253,0.9146,0.9138,0.91482,0.9162,0.9132,73253,2024-03-11,0.9138,0.0011162179908076396,0.0011162179908076396,historical,0
226,76340,0.9153,0.91482,0.9151,0.91724,0.9136,76340,2024-03-12,0.91482,0.00030607113967781423,0.00030607113967781423,historical,0
227,71038,0.9142,0.91513,0.91294,0.91573,0.912,71038,2024-03-13,0.9151,-0.0023603977707354943,0.0023603977707354943,historical,0
228,74709,0.9159,0.91294,0.91886,0.91902,0.9126,74709,2024-03-14,0.91294,0.006484544438845967,0.006484544438845967,historical,0
229,65969,0.9186,0.91883,0.9174,0.91968,0.9172,65969,2024-03-15,0.91886,-0.0015889254075702685,0.0015889254075702685,historical,0
230,2619,0.9186,0.9182,0.91878,0.91895,0.91811,2619,2024-03-17,0.9174,0.0015042511445389666,0.0015042511445389666,historical,0
231,59519,0.9185,0.91874,0.91963,0.92025,0.9167,59519,2024-03-18,0.91878,0.0009251398593786395,0.0009251398593786395,historical,0
232,71402,0.9208,0.91965,0.92062,0.92293,0.9191,71402,2024-03-19,0.91963,0.00107651990474435,0.00107651990474435,historical,0
233,73503,0.9198,0.92063,0.91425,0.92279,0.914,73503,2024-03-20,0.92062,-0.006919250070604579,0.006919250070604579,historical,0
234,77290,0.9176,0.91427,0.9205,0.92116,0.9137,77290,2024-03-21,0.91425,0.006836204539239789,0.006836204539239789,historical,0
235,64423,0.9239,0.92056,0.9204,0.92576,0.9199,64423,2024-03-22,0.9205,-0.00010863661053773926,0.00010863661053773926,historical,0
236,1658,0.9252,0.92505,0.92528,0.92535,0.92504,1658,2024-03-24,0.9204,0.005302042590178179,0.005302042590178179,historical,0
237,60868,0.9236,0.92527,0.92273,0.92571,0.9221,60868,2024-03-25,0.92528,-0.0027559225315579514,0.0027559225315579514,historical,0
238,63058,0.9221,0.92274,0.92311,0.9238,0.9202,63058,2024-03-26,0.92273,0.00041182144289221757,0.00041182144289221757,historical,0
239,64386,0.9238,0.92312,0.9246,0.92499,0.9223,64386,2024-03-27,0.92311,0.0016141088277669957,0.0016141088277669957,historical,0
240,67896,0.9259,0.9247,0.9265,0.92806,0.9234,67896,2024-03-28,0.9246,0.002054942677914788,0.002054942677914788,historical,0
241,7610,0.927,0.9264,0.9258,0.9286,0.9248,7610,2024-03-29,0.9265,-0.0007555315704263723,0.0007555315704263723,historical,0
242,2703,0.9266,0.92634,0.92648,0.92714,0.92608,2703,2024-03-31,0.9258,0.0007344998919853251,0.0007344998919853251,historical,0
243,54088,0.9288,0.92647,0.9313,0.93185,0.9258,54088,2024-04-01,0.92648,0.005202486831879853,0.005202486831879853,historical,0
244,63033,0.9302,0.93131,0.92863,0.93241,0.9276,63033,2024-04-02,0.9313,-0.0028669601632127792,0.0028669601632127792,historical,0
245,66731,0.9261,0.92864,0.92263,0.92899,0.9222,66731,2024-04-03,0.92863,-0.0064611309132808605,0.0064611309132808605,historical,0
246,63944,0.9214,0.92265,0.92278,0.92318,0.9192,63944,2024-04-04,0.92263,0.00016257871519470915,0.00016257871519470915,historical,0
247,69400,0.9235,0.92276,0.9217,0.92666,0.9216,69400,2024-04-05,0.92278,-0.001170376471098291,0.001170376471098291,historical,0
248,1831,0.9232,0.92241,0.92333,0.92357,0.92241,1831,2024-04-07,0.9217,0.0017684713030270375,0.0017684713030270375,historical,0
249,65917,0.9224,0.92334,0.9206,0.92409,0.92028,65917,2024-04-08,0.92333,-0.0029566893743298824,0.0029566893743298824,historical,0
250,61660,0.9206,0.9204,0.92087,0.92183,0.9184,61660,2024-04-09,0.9206,0.000293286986747765,0.000293286986747765,historical,0
251,71362,0.9271,0.9206,0.93098,0.93204,0.92,71362,2024-04-10,0.92087,0.010978748357531534,0.010978748357531534,historical,1
252,80606,0.9317,0.9308,0.93228,0.9346,0.9294,80606,2024-04-11,0.93098,0.0013963780102687145,0.0013963780102687145,historical,0
253,78668,0.9379,0.93228,0.937,0.94133,0.9319,78668,2024-04-12,0.93228,0.005062856652507892,0.005062856652507892,historical,0
254,3155,0.9393,0.94001,0.93928,0.94014,0.9387,3155,2024-04-14,0.937,0.002433297758804641,0.002433297758804641,historical,0
255,83174,0.9395,0.93925,0.94116,0.94157,0.9374,83174,2024-04-15,0.93928,0.002001533089174679,0.002001533089174679,historical,0
256,90598,0.9412,0.94117,0.9415,0.94324,0.9384,90598,2024-04-16,0.94116,0.00036125632198564215,0.00036125632198564215,historical,0
257,82464,0.9395,0.94149,0.93727,0.94281,0.9362,82464,2024-04-17,0.9415,-0.0044928305894848175,0.0044928305894848175,historical,0
258,74506,0.9377,0.93724,0.93958,0.93981,0.9351,74506,2024-04-18,0.93727,0.0024646046496739713,0.0024646046496739713,historical,0
259,91788,0.9391,0.93962,0.9374,0.94243,0.9363,91788,2024-04-19,0.93958,-0.0023201856148491453,0.0023201856148491453,historical,0
260,1759,0.9381,0.93805,0.93828,0.93849,0.9378,1759,2024-04-21,0.9374,0.0009387668017921825,0.0009387668017921825,historical,0
261,68314,0.9388,0.93826,0.93861,0.94124,0.9369,68314,2024-04-22,0.93828,0.00035170737946034497,0.00035170737946034497,historical,0
262,73013,0.9364,0.93861,0.9342,0.93996,0.9334,73013,2024-04-23,0.93861,-0.004698437050532196,0.004698437050532196,historical,0
263,58958,0.935,0.93433,0.93454,0.9365,0.9332,58958,2024-04-24,0.9342,0.0003639477627917009,0.0003639477627917009,historical,0
264,71446,0.9332,0.93451,0.9321,0.93645,0.9309,71446,2024-04-25,0.93454,-0.0026109101804096106,0.0026109101804096106,historical,0
265,69821,0.9332,0.93221,0.9342,0.93685,0.9298,69821,2024-04-26,0.9321,0.002252977148374628,0.002252977148374628,historical,0
266,2013,0.9343,0.93419,0.9337,0.93507,0.9337,2013,2024-04-28,0.9342,-0.0005352172982231384,0.0005352172982231384,historical,0
267,81858,0.9331,0.93392,0.93326,0.93539,0.9314,81858,2024-04-29,0.9337,-0.00047124344007710826,0.00047124344007710826,historical,0
268,78544,0.9345,0.93328,0.93751,0.93762,0.9313,78544,2024-04-30,0.93326,0.0045539292372971905,0.0045539292372971905,historical,0
269,61806,0.9363,0.93751,0.93296,0.93898,0.9314,61806,2024-05-01,0.93751,-0.004853281564996579,0.004853281564996579,historical,0
270,71841,0.9338,0.9327,0.93195,0.93677,0.9316,71841,2024-05-02,0.93296,-0.0010825758874979275,0.0010825758874979275,historical,0
271,74851,0.9295,0.93192,0.92887,0.93243,0.9246,74851,2024-05-03,0.93195,-0.00330489833145552,0.00330489833145552,historical,0
272,1319,0.9292,0.9282,0.92948,0.92956,0.9282,1319,2024-05-05,0.92887,0.0006567119187830369,0.0006567119187830369,historical,0
273,57456,0.9283,0.92949,0.9285,0.92976,0.9264,57456,2024-05-06,0.92948,-0.0010543529715539666,0.0010543529715539666,historical,0
274,64141,0.9288,0.9284,0.93021,0.93043,0.9268,64141,2024-05-07,0.9285,0.0018416801292406994,0.0018416801292406994,historical,0
275,60760,0.9305,0.93019,0.93047,0.93152,0.9294,60760,2024-05-08,0.93021,0.0002795067780394083,0.0002795067780394083,historical,0
276,61803,0.9298,0.93049,0.92746,0.93248,0.9267,61803,2024-05-09,0.93047,-0.00323492428557618,0.00323492428557618,historical,0
277,59515,0.9279,0.92746,0.9281,0.92929,0.9265,59515,2024-05-10,0.92746,0.0006900567140362765,0.0006900567140362765,historical,0
278,2091,0.9282,0.92791,0.9282,0.92847,0.92779,2091,2024-05-12,0.9281,0.00010774701002046006,0.00010774701002046006,historical,0
279,61334,0.9271,0.92847,0.92658,0.92884,0.9251,61334,2024-05-13,0.9282,-0.0017453135100194632,0.0017453135100194632,historical,0
280,60800,0.9256,0.92658,0.9247,0.92863,0.9234,60800,2024-05-14,0.92658,-0.0020289667378963422,0.0020289667378963422,historical,0
281,69477,0.9218,0.92468,0.91837,0.92478,0.918,69477,2024-05-15,0.9247,-0.00684546339353298,0.00684546339353298,historical,0
282,63076,0.9197,0.91838,0.92012,0.92128,0.9177,63076,2024-05-16,0.91837,0.001905550050633219,0.001905550050633219,historical,0
283,55347,0.9209,0.92013,0.9199,0.92287,0.9191,55347,2024-05-17,0.92012,-0.0002390992479241816,0.0002390992479241816,historical,0
284,1720,0.9197,0.91988,0.9196,0.92024,0.9194,1720,2024-05-19,0.9199,-0.0003261224046092814,0.0003261224046092814,historical,0
285,52987,0.9201,0.91972,0.92076,0.92129,0.9184,52987,2024-05-20,0.9196,0.0012614180078295454,0.0012614180078295454,historical,0
286,61994,0.9209,0.92075,0.92129,0.92224,0.9193,61994,2024-05-21,0.92076,0.0005756114514097381,0.0005756114514097381,historical,0
287,64463,0.9224,0.92129,0.92376,0.92441,0.9203,64463,2024-05-22,0.92129,0.0026810233476972202,0.0026810233476972202,historical,0
288,69219,0.9233,0.9237,0.92485,0.9255,0.9205,69219,2024-05-23,0.92376,0.0011799601628127699,0.0011799601628127699,historical,0
289,55760,0.923,0.9249,0.9222,0.92543,0.9207,55760,2024-05-24,0.92485,-0.0028653295128939077,0.0028653295128939077,historical,0
290,1575,0.9217,0.92107,0.92191,0.92201,0.92101,1575,2024-05-26,0.9222,-0.000314465408805045,0.000314465408805045,historical,0
291,41264,0.9213,0.92191,0.92067,0.92241,0.92,41264,2024-05-27,0.92191,-0.0013450336800772515,0.0013450336800772515,historical,0
292,61766,0.9198,0.92063,0.92151,0.92152,0.9181,61766,2024-05-28,0.92067,0.0009123790283164032,0.0009123790283164032,historical,0
293,65834,0.9231,0.92152,0.92579,0.92593,0.9207,65834,2024-05-29,0.92151,0.004644550791635414,0.004644550791635414,historical,0
294,65971,0.9243,0.92581,0.92323,0.9269,0.9218,65971,2024-05-30,0.92579,-0.0027652059322308587,0.0027652059322308587,historical,0
295,67036,0.9221,0.9232,0.9218,0.92495,0.9187,67036,2024-05-31,0.92323,-0.0015489098057905855,0.0015489098057905855,historical,0
296,2801,0.9215,0.92119,0.9214,0.92196,0.9211,2801,2024-06-02,0.9218,-0.0004339336081579041,0.0004339336081579041,historical,0
297,66384,0.9205,0.9214,0.91679,0.92354,0.9162,66384,2024-06-03,0.9214,-0.005003255914912094,0.005003255914912094,historical,0
298,68562,0.9189,0.91678,0.9188,0.92085,0.9158,68562,2024-06-04,0.91679,0.0021924322909280818,0.0021924322909280818,historical,0
299,63473,0.9196,0.91894,0.9196,0.92125,0.9179,63473,2024-06-05,0.9188,0.000870700914235985,0.000870700914235985,historical,0
300,63380,0.9188,0.91959,0.91811,0.9206,0.9171,63380,2024-06-06,0.9196,-0.00162026968247063,0.00162026968247063,historical,0
301,68754,0.9214,0.91812,0.9258,0.92593,0.917,68754,2024-06-07,0.91811,0.008375902669614724,0.008375902669614724,historical,1
302,3800,0.928,0.92796,0.92771,0.92888,0.92748,3800,2024-06-09,0.9258,0.0020630805789588233,0.0020630805789588233,historical,0
303,65732,0.9298,0.92772,0.92905,0.9317,0.9274,65732,2024-06-10,0.92771,0.0014444168975218633,0.0014444168975218633,historical,0
304,65500,0.9306,0.92904,0.93107,0.93285,0.928,65500,2024-06-11,0.92905,0.0021742640331520484,0.0021742640331520484,historical,0
305,79512,0.9262,0.93106,0.9248,0.93154,0.9212,79512,2024-06-12,0.93107,-0.006734187547660217,0.006734187547660217,historical,0
306,68782,0.9274,0.92481,0.93129,0.93168,0.9242,68782,2024-06-13,0.9248,0.0070177335640138365,0.0070177335640138365,historical,0
307,74469,0.9344,0.9313,0.93398,0.93741,0.9304,74469,2024-06-14,0.93129,0.0028884665356656695,0.0028884665356656695,historical,0
308,2226,0.9341,0.93404,0.9342,0.93439,0.93358,2226,2024-06-16,0.93398,0.0002355510824642904,0.0002355510824642904,historical,0
309,66763,0.9334,0.93434,0.93108,0.93574,0.9307,66763,2024-06-17,0.9342,-0.0033397559409120226,0.0033397559409120226,historical,0
310,66098,0.9318,0.93108,0.9309,0.93368,0.929,66098,2024-06-18,0.93108,-0.0001933238819436235,0.0001933238819436235,historical,0
311,48013,0.9309,0.93119,0.93046,0.93241,0.9297,48013,2024-06-19,0.9309,-0.0004726608658287635,0.0004726608658287635,historical,0
312,58853,0.9325,0.93049,0.93403,0.93444,0.9301,58853,2024-06-20,0.93046,0.0038368118994906533,0.0038368118994906533,historical,0
313,59643,0.935,0.93402,0.9349,0.93709,0.9326,59643,2024-06-21,0.93403,0.0009314475980428105,0.0009314475980428105,historical,0
314,2193,0.9353,0.93503,0.93561,0.93566,0.93494,2193,2024-06-23,0.9349,0.0007594395122474056,0.0007594395122474056,historical,0
0,60479,0.9328,0.9354,0.93153,0.93598,0.9303,60479,2024-06-24,0.93561,-0.00436079135537252,0.00436079135537252,real-time,0
