,v,vw,o,c,h,l,n,date,prev_close,daily_return,abs_daily_return
238,1526,0.9316,0.9314,0.93167,0.93188,0.9313,1526,2023-09-13 23:00:00,0.9316,7.513954486905806e-05,7.513954486905806e-05
239,2792,0.9315,0.93168,0.93106,0.93192,0.9306,2792,2023-09-14 00:00:00,0.93167,-0.0006547382656949342,0.0006547382656949342
240,3830,0.9312,0.93107,0.9312,0.93147,0.9307,3830,2023-09-14 01:00:00,0.93106,0.00015036624922134878,0.00015036624922134878
241,2538,0.9313,0.93132,0.931,0.93177,0.9308,2538,2023-09-14 02:00:00,0.9312,-0.00021477663230238183,0.00021477663230238183
242,1850,0.9307,0.93101,0.930492,0.93101,0.930233,1850,2023-09-14 03:00:00,0.931,-0.0005456498388829902,0.0005456498388829902
243,2511,0.9304,0.93065,0.93044,0.93068,0.929973,2511,2023-09-14 04:00:00,0.930492,-5.588441383691744e-05,5.588441383691744e-05
244,3532,0.9302,0.93042,0.93038,0.93053,0.929627,3532,2023-09-14 05:00:00,0.93044,-6.448561970686988e-05,6.448561970686988e-05
245,3951,0.9306,0.93039,0.9308,0.931,0.93006,3951,2023-09-14 06:00:00,0.93038,0.0004514284485908725,0.0004514284485908725
246,5905,0.9312,0.93082,0.931359,0.9317,0.930579,5905,2023-09-14 07:00:00,0.9308,0.0006005586592179709,0.0006005586592179709
247,6056,0.9313,0.9316,0.93158,0.93178,0.9308,6056,2023-09-14 08:00:00,0.931359,0.00023728766243727252,0.00023728766243727252
248,4899,0.9319,0.93158,0.93209,0.93242,0.931099,4899,2023-09-14 09:00:00,0.93158,0.0005474570085231655,0.0005474570085231655
249,5576,0.9317,0.9321,0.93146,0.93215,0.931099,5576,2023-09-14 10:00:00,0.93209,-0.0006759003958845385,0.0006759003958845385
250,5267,0.9316,0.93146,0.93191,0.93204,0.931099,5267,2023-09-14 11:00:00,0.93146,0.00048311253301275574,0.00048311253301275574
251,4118,0.9463,0.94636,0.94571,0.94674,0.9455,4118,2023-10-09 00:00:00,,,
252,4494,0.9466,0.94572,0.94665,0.94721,0.9456,4494,2023-10-09 01:00:00,0.94571,0.0009939622082878903,0.0009939622082878903
253,3325,0.9467,0.94663,0.94679,0.94704,0.9463,3325,2023-10-09 02:00:00,0.94665,0.00014788992763960175,0.00014788992763960175
254,2414,0.9474,0.94681,0.94762,0.94769,0.9466,2414,2023-10-09 03:00:00,0.94679,0.0008766463524118309,0.0008766463524118309
255,2578,0.9477,0.94762,0.94781,0.94803,0.9472,2578,2023-10-09 04:00:00,0.94762,0.00020050231105297849,0.00020050231105297849
256,3463,0.9475,0.9478,0.94748,0.94782,0.9471,3463,2023-10-09 05:00:00,0.94781,-0.00034817104693984284,0.00034817104693984284
257,7092,0.9481,0.94745,0.9489,0.94949,0.94679,7092,2023-10-09 06:00:00,0.94748,0.0014987123738759412,0.0014987123738759412
258,8127,0.9495,0.94897,0.95026,0.95056,0.948587,8127,2023-10-09 07:00:00,0.9489,0.0014332384866688039,0.0014332384866688039
259,6318,0.9496,0.95028,0.94861,0.95052,0.9484,6318,2023-10-09 08:00:00,0.95026,-0.0017363668890619834,0.0017363668890619834
260,5581,0.9487,0.9486,0.9493,0.94955,0.948,5581,2023-10-09 09:00:00,0.94861,0.0007273800613530107,0.0007273800613530107
261,4577,0.9498,0.94928,0.94982,0.9502,0.949,4577,2023-10-09 10:00:00,0.9493,0.0005477720425576371,0.0005477720425576371
262,4688,0.9494,0.94981,0.94982,0.94993,0.948497,4688,2023-10-09 11:00:00,0.94982,0.0,0.0
263,7178,0.9497,0.94985,0.94935,0.95028,0.948857,7178,2023-10-09 12:00:00,0.94982,-0.000494830599481976,0.000494830599481976
264,10889,0.9481,0.94937,0.94755,0.94943,0.947149,10889,2023-10-09 13:00:00,0.94935,-0.00189603412861434,0.00189603412861434
265,9980,0.948,0.94753,0.94829,0.94896,0.94688,9980,2023-10-09 14:00:00,0.94755,0.0007809614268375947,0.0007809614268375947
266,6719,0.9482,0.94827,0.9485,0.94883,0.9473,6719,2023-10-09 15:00:00,0.94829,0.00022145124381786532,0.00022145124381786532
267,4763,0.9488,0.94875,0.94914,0.94922,0.948047,4763,2023-10-09 16:00:00,0.9485,0.0006747496046388761,0.0006747496046388761
268,5244,0.9479,0.94913,0.94665,0.94916,0.9463,5244,2023-10-09 17:00:00,0.94914,-0.0026234275238637,0.0026234275238637
269,5275,0.9465,0.94663,0.94654,0.94695,0.946074,5275,2023-10-09 18:00:00,0.94665,-0.00011619922885960331,0.00011619922885960331
270,5369,0.9462,0.94656,0.94612,0.94656,0.9458,5369,2023-10-09 19:00:00,0.94654,-0.00044372134299668997,0.00044372134299668997
271,3495,0.9462,0.94615,0.9462,0.94649,0.9456,3495,2023-10-09 20:00:00,0.94612,8.455587029137954e-05,8.455587029137954e-05
272,1795,0.9463,0.9462,0.94617,0.9467,0.9459,1795,2023-10-09 21:00:00,0.9462,-3.1705770450312315e-05,3.1705770450312315e-05
273,1181,0.946,0.94628,0.94613,0.9464,0.9455,1181,2023-10-09 22:00:00,0.94617,-4.227570098389188e-05,4.227570098389188e-05
274,2205,0.9455,0.94612,0.94527,0.94621,0.945,2205,2023-10-09 23:00:00,0.94613,-0.0009089659983300094,0.0009089659983300094
275,4626,0.9456,0.94526,0.9458,0.94598,0.9446,4626,2023-10-10 00:00:00,0.94527,0.0005606863647422634,0.0005606863647422634
276,5640,0.9455,0.9458,0.94577,0.94598,0.9449,5640,2023-10-10 01:00:00,0.9458,-3.1719179530529175e-05,3.1719179530529175e-05
277,3660,0.9458,0.94576,0.94632,0.94634,0.9452,3660,2023-10-10 02:00:00,0.94577,0.0005815367372617555,0.0005815367372617555
278,3074,0.9462,0.94631,0.94608,0.94639,0.9458,3074,2023-10-10 03:00:00,0.94632,-0.00025361399949279097,0.00025361399949279097
279,3086,0.9465,0.94607,0.94681,0.94687,0.945895,3086,2023-10-10 04:00:00,0.94608,0.0007716049382716138,0.0007716049382716138
280,3928,0.9467,0.94681,0.9468,0.94705,0.946074,3928,2023-10-10 05:00:00,0.94681,-1.0561781138840434e-05,1.0561781138840434e-05
281,7417,0.947,0.94676,0.9468,0.94741,0.945895,7417,2023-10-10 06:00:00,0.9468,0.0,0.0
282,9106,0.9467,0.94683,0.94591,0.94742,0.9456,9106,2023-10-10 07:00:00,0.9468,-0.0009400084495140963,0.0009400084495140963
283,9824,0.9443,0.9459,0.943,0.94606,0.9423,9824,2023-10-10 08:00:00,0.94591,-0.003076402617585266,0.003076402617585266
284,7948,0.943,0.94301,0.94321,0.94363,0.942152,7948,2023-10-10 09:00:00,0.943,0.00022269353128318505,0.00022269353128318505
285,6256,0.9435,0.9432,0.94407,0.94421,0.942685,6256,2023-10-10 10:00:00,0.94321,0.000911779985369082,0.000911779985369082
286,7420,0.9451,0.94407,0.94552,0.94588,0.9439,7420,2023-10-10 11:00:00,0.94407,0.0015359030580360169,0.0015359030580360169
287,9906,0.9448,0.94554,0.94394,0.94569,0.943574,9906,2023-10-10 12:00:00,0.94552,-0.001671038158896719,0.001671038158896719
288,10836,0.9442,0.94396,0.9439,0.94475,0.943485,10836,2023-10-10 13:00:00,0.94394,-4.2375574718774504e-05,4.2375574718774504e-05
289,10742,0.9434,0.94388,0.9436,0.94431,0.942596,10742,2023-10-10 14:00:00,0.9439,-0.0003178302786311759,0.0003178302786311759
290,8735,0.9429,0.94362,0.94186,0.94373,0.9414,8735,2023-10-10 15:00:00,0.9436,-0.0018440016956337048,0.0018440016956337048
291,6486,0.9419,0.94188,0.94186,0.94253,0.9414,6486,2023-10-10 16:00:00,0.94186,0.0,0.0
292,7329,0.9431,0.94187,0.94383,0.94396,0.9415,7329,2023-10-10 17:00:00,0.94186,0.0020916059711633536,0.0020916059711633536
293,6105,0.9437,0.94382,0.94349,0.94406,0.943,6105,2023-10-10 18:00:00,0.94383,-0.00036023436423921254,0.00036023436423921254
294,4615,0.9433,0.94348,0.94295,0.9439,0.942596,4615,2023-10-10 19:00:00,0.94349,-0.0005723431090950576,0.0005723431090950576
295,3019,0.9429,0.94294,0.9426,0.94318,0.9426,3019,2023-10-10 20:00:00,0.94295,-0.00037117556604269737,0.00037117556604269737
296,813,0.9427,0.9426,0.9426,0.943,0.9424,813,2023-10-10 21:00:00,0.9426,0.0,0.0
297,1182,0.9429,0.9428,0.94287,0.94305,0.9424,1182,2023-10-10 22:00:00,0.9426,0.0002864417568427673,0.0002864417568427673
298,1836,0.9427,0.94284,0.943,0.94305,0.9422,1836,2023-10-10 23:00:00,0.94287,0.00013787690773909815,0.00013787690773909815
299,3304,0.9425,0.94297,0.94242,0.94297,0.9419,3304,2023-10-11 00:00:00,0.943,-0.0006150583244961972,0.0006150583244961972
300,3811,0.9429,0.94241,0.94265,0.94324,0.9422,3811,2023-10-11 01:00:00,0.94242,0.00024405254557410968,0.00024405254557410968
301,3426,0.9429,0.94264,0.94268,0.94318,0.9423,3426,2023-10-11 02:00:00,0.94265,3.1825173712379457e-05,3.1825173712379457e-05
302,2558,0.9428,0.94267,0.942863,0.94303,0.9424,2558,2023-10-11 03:00:00,0.94268,0.00019412738150808784,0.00019412738150808784
303,2142,0.9429,0.94293,0.94311,0.94311,0.942418,2142,2023-10-11 04:00:00,0.942863,0.000261968069592292,0.000261968069592292
304,2931,0.9429,0.94311,0.94323,0.94331,0.9422,2931,2023-10-11 05:00:00,0.94311,0.00012723860419252154,0.00012723860419252154
305,5192,0.9427,0.94321,0.94243,0.94341,0.941797,5192,2023-10-11 06:00:00,0.94323,-0.0008481494439320451,0.0008481494439320451
306,9487,0.9424,0.94244,0.9434,0.9438,0.940557,9487,2023-10-11 07:00:00,0.94243,0.001029254162112864,0.001029254162112864
307,8849,0.9431,0.94336,0.9426,0.94398,0.941974,8849,2023-10-11 08:00:00,0.9434,-0.0008479966080135922,0.0008479966080135922
308,6447,0.9426,0.94261,0.94294,0.943,0.941797,6447,2023-10-11 09:00:00,0.9426,0.00036070443454276147,0.00036070443454276147
309,6166,0.9432,0.94293,0.94319,0.94356,0.942507,6166,2023-10-11 10:00:00,0.94294,0.00026512821600523095,0.00026512821600523095
310,5811,0.9431,0.94317,0.9429,0.94366,0.9424,5811,2023-10-11 11:00:00,0.94319,-0.00030746721233262914,0.00030746721233262914
311,11273,0.9431,0.94298,0.94211,0.94502,0.941974,11273,2023-10-11 12:00:00,0.9429,-0.0008378407042103696,0.0008378407042103696
312,11680,0.9418,0.94209,0.94072,0.94279,0.9401,11680,2023-10-11 13:00:00,0.94211,-0.0014754115761429158,0.0014754115761429158
313,10425,0.9411,0.94075,0.94119,0.94175,0.9401,10425,2023-10-11 14:00:00,0.94072,0.0004996173143974514,0.0004996173143974514
314,7870,0.9418,0.9412,0.94222,0.94244,0.940999,7870,2023-10-11 15:00:00,0.94119,0.0010943592685854879,0.0010943592685854879
315,5949,0.9428,0.94225,0.94272,0.94339,0.941974,5949,2023-10-11 16:00:00,0.94222,0.0005306616289189955,0.0005306616289189955
316,5888,0.9436,0.94273,0.94401,0.9447,0.9422,5888,2023-10-11 17:00:00,0.94272,0.0013683808553971628,0.0013683808553971628
317,6825,0.9435,0.944,0.94274,0.94414,0.9424,6825,2023-10-11 18:00:00,0.94401,-0.0013453247317295298,0.0013453247317295298
318,4196,0.9423,0.94272,0.942152,0.94274,0.941708,4196,2023-10-11 19:00:00,0.94274,-0.0006237138553578218,0.0006237138553578218
319,2569,0.9418,0.9421,0.94164,0.94233,0.9414,2569,2023-10-11 20:00:00,0.942152,-0.0005434367278315569,0.0005434367278315569
320,678,0.9415,0.94164,0.94155,0.942,0.94129,678,2023-10-11 21:00:00,0.94164,-9.55779278705604e-05,9.55779278705604e-05
321,1173,0.9415,0.94138,0.94165,0.94168,0.9412,1173,2023-10-11 22:00:00,0.94155,0.00010620784876001166,0.00010620784876001166
322,1429,0.9413,0.9415,0.94126,0.94166,0.9409,1429,2023-10-11 23:00:00,0.94165,-0.00041416662241809747,0.00041416662241809747
323,3066,0.9413,0.94127,0.94136,0.94159,0.9406,3066,2023-10-12 00:00:00,0.94126,0.0001062405711492988,0.0001062405711492988
324,3606,0.9412,0.94136,0.94117,0.94158,0.9407,3606,2023-10-12 01:00:00,0.94136,-0.00020183564204982523,0.00020183564204982523
325,2911,0.9413,0.94116,0.94123,0.94155,0.9408,2911,2023-10-12 02:00:00,0.94117,6.375043828432697e-05,6.375043828432697e-05
326,2526,0.9412,0.94124,0.94081,0.94151,0.940557,2526,2023-10-12 03:00:00,0.94123,-0.0004462246209746565,0.0004462246209746565
327,2466,0.9407,0.9408,0.94059,0.94096,0.940291,2466,2023-10-12 04:00:00,0.94081,-0.00023384105185956565,0.00023384105185956565
328,3164,0.9405,0.94061,0.94058,0.94074,0.940026,3164,2023-10-12 05:00:00,0.94059,-1.0631624831292606e-05,1.0631624831292606e-05
329,5685,0.9403,0.94057,0.94019,0.94089,0.939673,5685,2023-10-12 06:00:00,0.94058,-0.00041463777669097947,0.00041463777669097947
330,6632,0.9409,0.9402,0.94154,0.9416,0.9399,6632,2023-10-12 07:00:00,0.94019,0.0014358799817059036,0.0014358799817059036
331,5863,0.9413,0.94156,0.94104,0.94167,0.9407,5863,2023-10-12 08:00:00,0.94154,-0.0005310448839136478,0.0005310448839136478
332,5370,0.9414,0.94102,0.94177,0.94195,0.940734,5370,2023-10-12 09:00:00,0.94104,0.0007757374819348895,0.0007757374819348895
333,4595,0.9415,0.94178,0.94172,0.94187,0.940734,4595,2023-10-12 10:00:00,0.94177,-5.309151916072342e-05,5.309151916072342e-05
334,2237,0.9423,0.9421,0.94235,0.94252,0.9419,2237,2023-10-31 00:00:00,,,
335,2846,0.9427,0.94233,0.94248,0.94307,0.942,2846,2023-10-31 01:00:00,0.94235,0.00013795298986572237,0.00013795298986572237
336,2597,0.9431,0.94248,0.94327,0.94348,0.9422,2597,2023-10-31 02:00:00,0.94248,0.0008382140735082638,0.0008382140735082638
337,3371,0.9437,0.9431,0.94384,0.9442,0.9431,3371,2023-10-31 03:00:00,0.94327,0.0006042808527780587,0.0006042808527780587
338,2227,0.9438,0.94386,0.94391,0.94419,0.9434,2227,2023-10-31 04:00:00,0.94384,7.41651127309867e-05,7.41651127309867e-05
339,2438,0.9436,0.94391,0.94348,0.94402,0.9432,2438,2023-10-31 05:00:00,0.94391,-0.0004555519064318012,0.0004555519064318012
340,2946,0.9431,0.94348,0.942507,0.94388,0.9423,2946,2023-10-31 06:00:00,0.94348,-0.0010312884215881648,0.0010312884215881648
341,4196,0.9422,0.9426,0.94148,0.94305,0.940822,4196,2023-10-31 07:00:00,0.942507,-0.0010896470795442369,0.0010896470795442369
342,5223,0.9407,0.94148,0.93936,0.94195,0.939055,5223,2023-10-31 08:00:00,0.94148,-0.0022517738029485604,0.0022517738029485604
343,5625,0.9393,0.93936,0.93731,0.94019,0.93668,5625,2023-10-31 09:00:00,0.93936,-0.002182336910236753,0.002182336910236753
344,4978,0.938,0.93727,0.937471,0.93875,0.9371,4978,2023-10-31 10:00:00,0.93731,0.00017176814501080513,0.00017176814501080513
345,4019,0.938,0.93772,0.938174,0.93846,0.9372,4019,2023-10-31 11:00:00,0.937471,0.0007498898632596615,0.0007498898632596615
346,6565,0.9397,0.93845,0.9412,0.94146,0.9377,6565,2023-10-31 12:00:00,0.938174,0.003225414475353276,0.003225414475353276
347,7522,0.9423,0.94125,0.94291,0.94324,0.9409,7522,2023-10-31 13:00:00,0.9412,0.001816829579260507,0.001816829579260507
348,7711,0.9429,0.943,0.94316,0.94379,0.941886,7711,2023-10-31 14:00:00,0.94291,0.0002651366514301179,0.0002651366514301179
349,8088,0.9448,0.94314,0.94632,0.94636,0.942685,8088,2023-10-31 15:00:00,0.94316,0.003350438949913113,0.003350438949913113
350,6534,0.9465,0.94625,0.946342,0.94714,0.9454,6534,2023-10-31 16:00:00,0.94632,2.324794995346869e-05,2.324794995346869e-05
351,4786,0.9458,0.94626,0.945448,0.94644,0.944912,4786,2023-10-31 17:00:00,0.946342,-0.0009446901860004749,0.0009446901860004749
352,3584,0.9455,0.94562,0.94503,0.94594,0.9447,3584,2023-10-31 18:00:00,0.945448,-0.0004421184454353052,0.0004421184454353052
353,3384,0.9448,0.94505,0.94509,0.94513,0.944376,3384,2023-10-31 19:00:00,0.94503,6.34900479349322e-05,6.34900479349322e-05
354,2110,0.9453,0.94505,0.945269,0.94577,0.9446,2110,2023-10-31 20:00:00,0.94509,0.00018939995132742938,0.00018939995132742938
355,856,0.9454,0.945269,0.94545,0.94576,0.94517,856,2023-10-31 21:00:00,0.945269,0.00019147988561984654,0.00019147988561984654
356,1152,0.9453,0.9453,0.94519,0.94552,0.945,1152,2023-10-31 22:00:00,0.94545,-0.00027500132212178116,0.00027500132212178116
357,1526,0.9452,0.94518,0.94531,0.9454,0.9449,1526,2023-10-31 23:00:00,0.94519,0.0001269586009162274,0.0001269586009162274
358,2268,0.9456,0.94532,0.94572,0.94615,0.9449,2268,2023-11-01 00:00:00,0.94531,0.0004337201552929954,0.0004337201552929954
359,2675,0.9458,0.94575,0.94613,0.94628,0.9452,2675,2023-11-01 01:00:00,0.94572,0.0004335321236729914,0.0004335321236729914
360,2251,0.946,0.94614,0.94602,0.94635,0.9455,2251,2023-11-01 02:00:00,0.94613,-0.00011626309280971378,0.00011626309280971378
361,2179,0.9459,0.94599,0.9458,0.94615,0.9455,2179,2023-11-01 03:00:00,0.94602,-0.0002325532229762563,0.0002325532229762563
362,2106,0.9461,0.94599,0.94628,0.94641,0.9456,2106,2023-11-01 04:00:00,0.9458,0.0005075068724889364,0.0005075068724889364
363,2512,0.9463,0.94629,0.94624,0.94647,0.945895,2512,2023-11-01 05:00:00,0.94628,-4.2270786659382004e-05,4.2270786659382004e-05
364,2740,0.9458,0.94619,0.94568,0.94621,0.945269,2740,2023-11-01 06:00:00,0.94624,-0.000591816029759897,0.000591816029759897
365,3808,0.9462,0.94568,0.94649,0.94704,0.94518,3808,2023-11-01 07:00:00,0.94568,0.0008565265205990277,0.0008565265205990277
366,4468,0.9469,0.94649,0.94709,0.94719,0.945984,4468,2023-11-01 08:00:00,0.94649,0.0006339211190820123,0.0006339211190820123
367,4121,0.9475,0.9471,0.94789,0.94827,0.9465,4121,2023-11-01 09:00:00,0.94709,0.000844692690240656,0.000844692690240656
368,3477,0.9479,0.94787,0.94798,0.94824,0.9472,3477,2023-11-01 10:00:00,0.94789,9.494772600199864e-05,9.494772600199864e-05
369,3863,0.9483,0.94797,0.94847,0.94864,0.9475,3863,2023-11-01 11:00:00,0.94798,0.0005168885419523518,0.0005168885419523518
370,7352,0.948,0.94844,0.94888,0.94899,0.94697,7352,2023-11-01 12:00:00,0.94847,0.0004322751378535013,0.0004322751378535013
371,6849,0.9496,0.9489,0.94943,0.95042,0.948587,6849,2023-11-01 13:00:00,0.94888,0.0005796307225360957,0.0005796307225360957
372,9402,0.9475,0.94933,0.94762,0.94933,0.9458,9402,2023-11-01 14:00:00,0.94943,-0.0019064070020959716,0.0019064070020959716
373,6246,0.9481,0.94762,0.94896,0.94911,0.9468,6246,2023-11-01 15:00:00,0.94762,0.0014140689305839975,0.0014140689305839975
374,3887,0.949,0.94898,0.94929,0.94942,0.948317,3887,2023-11-01 16:00:00,0.94896,0.00034774911482037327,0.00034774911482037327
375,3651,0.9494,0.9493,0.94907,0.94987,0.948857,3651,2023-11-01 17:00:00,0.94929,-0.0002317521516080418,0.0002317521516080418
376,10349,0.9491,0.94902,0.94857,0.95079,0.9474,10349,2023-11-01 18:00:00,0.94907,-0.0005268315298133382,0.0005268315298133382
377,6988,0.9471,0.9486,0.94626,0.94863,0.9458,6988,2023-11-01 19:00:00,0.94857,-0.0024352446313925533,0.0024352446313925533
378,2538,0.946,0.94628,0.9459,0.9463,0.945358,2538,2023-11-01 20:00:00,0.94626,-0.00038044512079135433,0.00038044512079135433
379,988,0.9459,0.9459,0.946,0.9462,0.9454,988,2023-11-01 21:00:00,0.9459,0.00010571942065756315,0.00010571942065756315
380,1294,0.9455,0.9459,0.94527,0.946,0.945,1294,2023-11-01 22:00:00,0.946,-0.000771670190274733,0.000771670190274733
381,2220,0.9449,0.94528,0.94455,0.94538,0.9444,2220,2023-11-01 23:00:00,0.94527,-0.0007616871370085308,0.0007616871370085308
382,3217,0.9438,0.9445,0.9432,0.94481,0.943,3217,2023-11-02 00:00:00,0.94455,-0.0014292520247736619,0.0014292520247736619
383,3031,0.9434,0.94321,0.94356,0.94366,0.943,3031,2023-11-02 01:00:00,0.9432,0.000381679389312888,0.000381679389312888
384,2365,0.9437,0.94357,0.94372,0.94396,0.9433,2365,2023-11-02 02:00:00,0.94356,0.0001695705625503932,0.0001695705625503932
385,1938,0.9435,0.94372,0.9431,0.94389,0.9431,1938,2023-11-02 03:00:00,0.94372,-0.0006569745263425104,0.0006569745263425104
386,1999,0.9436,0.94337,0.94372,0.9438,0.9431,1999,2023-11-02 04:00:00,0.9431,0.000657406425617595,0.000657406425617595
387,2366,0.9436,0.94373,0.94361,0.94377,0.943,2366,2023-11-02 05:00:00,0.94372,-0.00011655999660922148,0.00011655999660922148
388,2740,0.9435,0.94362,0.94337,0.94391,0.942951,2740,2023-11-02 06:00:00,0.94361,-0.00025434236601976133,0.00025434236601976133
389,4035,0.9432,0.94338,0.94306,0.94368,0.9422,4035,2023-11-02 07:00:00,0.94337,-0.00032860913533399667,0.00032860913533399667
390,5360,0.9434,0.94306,0.94333,0.94417,0.9424,5360,2023-11-02 08:00:00,0.94306,0.0002863020380463517,0.0002863020380463517
391,5454,0.9421,0.94329,0.94127,0.94343,0.9409,5454,2023-11-02 09:00:00,0.94333,-0.0021837532994815716,0.0021837532994815716
392,4594,0.9409,0.94129,0.94025,0.94152,0.939938,4594,2023-11-02 10:00:00,0.94127,-0.0010836423130451633,0.0010836423130451633
393,4569,0.9403,0.9403,0.94034,0.94069,0.939673,4569,2023-11-02 11:00:00,0.94025,9.571922361066043e-05,9.571922361066043e-05
394,7676,0.9388,0.94031,0.93766,0.94048,0.9372,7676,2023-11-02 12:00:00,0.94034,-0.002850032966799142,0.002850032966799142
395,7176,0.9385,0.93767,0.93911,0.93966,0.9372,7176,2023-11-02 13:00:00,0.93766,0.001546402747264415,0.001546402747264415
396,6902,0.94,0.93915,0.93986,0.94092,0.938879,6902,2023-11-02 14:00:00,0.93911,0.0007986284886754782,0.0007986284886754782
397,6377,0.9407,0.93987,0.94178,0.94185,0.9393,6377,2023-11-02 15:00:00,0.93986,0.0020428574468537033,0.0020428574468537033
398,5593,0.9419,0.94183,0.94197,0.94244,0.941176,5593,2023-11-02 16:00:00,0.94178,0.00020174563061439347,0.00020174563061439347
399,4180,0.9412,0.942,0.94088,0.94213,0.940468,4180,2023-11-02 17:00:00,0.94197,-0.0011571493784302306,0.0011571493784302306
400,3793,0.941,0.9406,0.94103,0.94131,0.940291,3793,2023-11-02 18:00:00,0.94088,0.0001594252189439498,0.0001594252189439498
401,3384,0.9414,0.94104,0.94132,0.94189,0.9408,3384,2023-11-02 19:00:00,0.94103,0.00030817295941682247,0.00030817295941682247
402,2068,0.9415,0.94131,0.9414,0.94187,0.941088,2068,2023-11-02 20:00:00,0.94132,8.498703947644688e-05,8.498703947644688e-05
403,1493,0.9413,0.9414,0.9413,0.9418,0.94084,1493,2023-11-02 21:00:00,0.9414,-0.00010622477161672932,0.00010622477161672932
404,922,0.9415,0.9414,0.9418,0.94182,0.9412,922,2023-11-02 22:00:00,0.9413,0.0005311802825878518,0.0005311802825878518
405,1450,0.9418,0.9417,0.94196,0.94198,0.9414,1450,2023-11-02 23:00:00,0.9418,0.00016988744956471545,0.00016988744956471545
406,1763,0.9418,0.94197,0.94173,0.94204,0.9413,1763,2023-11-03 00:00:00,0.94196,-0.0002441717270373089,0.0002441717270373089
407,2273,0.9416,0.94176,0.94139,0.94204,0.9412,2273,2023-11-03 01:00:00,0.94173,-0.00036103766472344196,0.00036103766472344196
408,2071,0.9411,0.94141,0.94103,0.94146,0.9406,2071,2023-11-03 02:00:00,0.94139,-0.0003824132399960866,0.0003824132399960866
409,1561,0.941,0.94101,0.9409,0.94119,0.9406,1561,2023-11-03 03:00:00,0.94103,-0.00013814649904899366,0.00013814649904899366
410,1569,0.9409,0.9411,0.9407,0.94118,0.9406,1569,2023-11-03 04:00:00,0.9409,-0.00021256244021679028,0.00021256244021679028
411,2028,0.9408,0.94101,0.94072,0.94105,0.940291,2028,2023-11-03 05:00:00,0.9407,2.1260763261422347e-05,2.1260763261422347e-05
412,2227,0.9406,0.94067,0.94058,0.94088,0.9401,2227,2023-11-03 06:00:00,0.94072,-0.00014882217875672782,0.00014882217875672782
413,3366,0.9407,0.94065,0.94076,0.94112,0.9401,3366,2023-11-03 07:00:00,0.94058,0.00019137128154975548,0.00019137128154975548
414,4483,0.941,0.94077,0.940911,0.94159,0.9403,4483,2023-11-03 08:00:00,0.94076,0.00016050852502233538,0.00016050852502233538
415,4347,0.9402,0.94098,0.93913,0.94122,0.938879,4347,2023-11-03 09:00:00,0.940911,-0.001892846400988013,0.001892846400988013
416,3750,0.9394,0.93914,0.93952,0.93966,0.938879,3750,2023-11-03 10:00:00,0.93913,0.0004152779700360988,0.0004152779700360988
417,38,0.9356,0.93572,0.9356,0.93579,0.9354,38,2023-11-12 21:00:00,,,
418,756,0.9357,0.9356,0.93548,0.93598,0.93538,756,2023-11-12 22:00:00,0.9356,-0.00012825994014537088,0.00012825994014537088
419,879,0.9355,0.93561,0.93535,0.93561,0.93534,879,2023-11-12 23:00:00,0.93548,-0.00013896609227344623,0.00013896609227344623
420,1854,0.9357,0.93537,0.9358,0.9361,0.93535,1854,2023-11-13 00:00:00,0.93535,0.00048110333030411124,0.00048110333030411124
421,2445,0.9358,0.93595,0.9357,0.9362,0.9354,2445,2023-11-13 01:00:00,0.9358,-0.00010686044026500213,0.00010686044026500213
422,2108,0.9359,0.9357,0.93601,0.93617,0.9355,2108,2023-11-13 02:00:00,0.9357,0.0003313027679812253,0.0003313027679812253
423,1619,0.936,0.93602,0.9358,0.93615,0.9355,1619,2023-11-13 03:00:00,0.93601,-0.0002243565773870402,0.0002243565773870402
424,1554,0.9357,0.9356,0.93593,0.93594,0.9353,1554,2023-11-13 04:00:00,0.9358,0.0001389185723445977,0.0001389185723445977
425,1943,0.9358,0.93591,0.9358,0.93599,0.935454,1943,2023-11-13 05:00:00,0.93593,-0.00013889927665538502,0.00013889927665538502
426,2295,0.9355,0.93581,0.93541,0.93598,0.935016,2295,2023-11-13 06:00:00,0.9358,-0.00041675571703355573,0.00041675571703355573
427,3210,0.935,0.9354,0.935,0.93551,0.934579,3210,2023-11-13 07:00:00,0.93541,-0.0004383104734821206,0.0004383104734821206
428,4406,0.9354,0.93522,0.93529,0.93584,0.934667,4406,2023-11-13 08:00:00,0.935,0.00031016042780738123,0.00031016042780738123
429,4163,0.9351,0.93529,0.93547,0.93583,0.9342,4163,2023-11-13 09:00:00,0.93529,0.00019245367746909407,0.00019245367746909407
430,3541,0.9352,0.93546,0.93481,0.93566,0.934317,3541,2023-11-13 10:00:00,0.93547,-0.0007055277026521363,0.0007055277026521363
431,3575,0.9355,0.93474,0.93564,0.93587,0.934579,3575,2023-11-13 11:00:00,0.93481,0.0008878809597672226,0.0008878809597672226
432,4007,0.9366,0.93564,0.9369,0.9372,0.935366,4007,2023-11-13 12:00:00,0.93564,0.0013466717968448631,0.0013466717968448631
433,5219,0.9372,0.93692,0.93692,0.9376,0.9366,5219,2023-11-13 13:00:00,0.9369,2.1346995410417337e-05,2.1346995410417337e-05
434,5531,0.9369,0.93697,0.93658,0.93737,0.936067,5531,2023-11-13 14:00:00,0.93692,-0.00036289117534048476,0.00036289117534048476
